ángelait	ángelaite
schusternd	cobbling
schusterpalme	aspidistra
schuster	cobbler
schutenhut	bonnet
schuten	barges
schute	barge
schuttabladen	dumpings
schuttbedeckt	rubbishy
schutthalde	dump
schuttkarren	tumbrel
schuttkarre	tumbrel
schuttkegel	scree
schuttplatz	tip
schutt	debris
schutzanstrich	preservative
schutzanzüge	overalls
schutzanzug	overall
schutzbefohlener	ward
schutzbefohlene	ward
schutzblech	fender
schutzbrille	goggles
schutzdächer	canopies
schutzdach	canopy
schutzdecke	antimacassar
schutzeinrichtung	guard
schutzentfernung	unprotection
schutzfähigkeit	protectability
schutzfähig	patentable
schutzfolie	liner
schutzgebiete	dependencies
schutzgebiet	dependency
schutzgeimpft	inoculated
schutzgeländer	guardrail
schutzgeldeintreiber	bagman
schutzgeld	danegeld
schutzgeleit	convoy
schutzhüllen	slipcovers
schutzhülle	convolute
schutzhütten	refuges
schutzhütte	refuge
schutzhandschuh	gauntlet
schutzhaube	bonnet
schutzheiliger	patron
schutzheilige	patroness
schutzherrin	patroness
schutzherrlich	protectoral
schutzherrschaften	auspices
schutzherrschaft	auspice
schutzherr	patron
schutzimpfung	immunisation
schutzkappe	sheath
schutzleder	apron
schutzlos	defenceless
schutzlosigkeit	defencelessness
schutzlos	shelterless
schutzmänner	constables
schutzmaßnahme	precaution
schutzmann	constable
schutzmanschette	grommet
schutzmarken	brands
schutzmarke	trademark
schutzmatte	chairmat
schutzmittel	armature
schutzorte	refuges
schutzort	refuge
schutzpatronin	patroness
schutzplanke	guardrail
schutzpolizeiaufgebote	posses
schutzraum	dugout
schutzrechtsberühmung	copyfraud
schutzrechtsinhaber	proprietor
schutzrede	defense
schutzschilde	shields
schutzschild	shield
schutzschirm	shield
schutzstaffel	schutzstaffel
schutzstern	asterisk
schutzstoffe	vaccines
schutzstoff	vaccine
schutztülle	grommet
schutzumschlag	bookjacket
schutzverband	bandage
schutzverletzung	segfault
schutzvorkehrungen	protections
schutzvorrichtung	guard
schutzwall	barricade
schutzwand	bulwark
schutzwehr	barrier
schutzwort	password
schutzzöllner	protectionist
schutzzollpolitiker	protectionist
schutzzollpolitik	protectionism
schutz	backstop
schu	shu
schwäbinnen	swabians
schwäbin	swabian
schwäbisch	swabian
schwächeanfall	qualm
schwächelnd	weak
schwächend	bating
schwächen	enervations
schwächer	fainter
schwächezustände	debilities
schwächezustand	debility
schwäche	debility
schwächlich	debile
schwächlichkeit	delicacy
schwächlich	puny
schwächlinge	weaklings
schwächling	pantywaist
schwächste	faintest
schwächungen	debilitations
schwächung	absorption
schwämmchen	thrush
schwämme	sponges
schwäne	swans
schwängern	impregnation
schwängerung	impregnation
schwänin	pen
schwänke	farces
schwänzelnd	wagging
schwänzen	absenteeism
schwänzer	absentee
schwänze	tails
schwärend	festering
schwäre	boil
schwärmend	enthusing
schwärmen	swarming
schwärmerei	ecstasy
schwärmerisch	gushing
schwärmertum	enthusiasm
schwärmer	enthusiast
schwärme	bevies
schwärung	exulceration
schwärzend	blackening
schwärzen	blackening
schwärzer	blacker
schwärzerin	smuggler
schwärzer	blackener
schwärzeste	blackest
schwärze	blacking
schwärzlich	blackish
schwärzungsmessung	densitometry
schwärzung	blackening
schwätzchen	confab
schwätzend	prating
schwätzerin	babbler
schwätzer	platitudinarian
schwörbrief	constitution
schwörend	swearing
schwüler	muggier
schwüle	closeness
schwül	heavy
schwülste	muggiest
schwül	sticky
schwülstig	bombastic
schwülstigkeit	flatulence
schwülstig	overblown
schwül	sweltry
schwünge	verves
schwüre	oaths
schwabbelig	flabby
schwabbelmaul	blabbermouth
schwabbelnd	buffing
schwabbel	flab
schwabber	swab
schwabenkorn	spelt
schwabenstreiche	tomfooleries
schwabenstreich	tomfoolery
schwaben	swabia
schwabe	swabian
schwabing	schwabing
schwach	bad
schwachbrüstig	feeble
schwach	desultory
schwacher	weaker
schwach	faint
schwachheit	weakness
schwach	indistinctly
schwachköpfe	imbeciles
schwachköpfig	dunderheaded
schwachkopf	get
schwach	languid
schwachmatiker	wimp
schwachmatikus	wimp
schwachmatisch	wimpy
schwachmat	wimp
schwach	meager
schwachpulsig	acrotic
schwachsichtig	weaksighted
schwach	sickly
schwachsinnig	cretinous
schwachsinniger	imbecile
schwachsinnige	imbecile
schwachsinnig	halfwitted
schwachsinn	boloney
schwach	slight
schwachstelle	demerit
schwach	tenuous
schwaden	swath
schwade	swathe
schwadmäher	swather
schwadronen	squadrons
schwadroneur	blusterer
schwadronierend	swaggering
schwadroniert	swaggered
schwadron	squadron
schwafelnd	babbling
schwaflerin	gasbag
schwafler	blether
schwager	postilion
schwalbenkönig	diver
schwalbenschwänze	swallowtails
schwalbenschwanzverbindung	dovetail
schwalbenschwanz	dovetail
schwalbenwurzgewächs	milkweed
schwalben	martins
schwalbe	dive
schwallblech	baffle
schwalle	spates
schwall	flush
schwal	roach
schwammartig	fungoid
schwammerl	mushroom
schwammgänge	spongocoels
schwammhafte	spongeflies
schwammicht	spongy
schwammiger	spongier
schwammig	fungous
schwammigkeit	flabbiness
schwammig	spongily
schwammigste	spongiest
schwammig	vague
schwamm	sponge
schwampfig	woolly
schwand	dwindled
schwanendaunen	swansdown
schwanengesang	swansong
schwanenhals	gooseneck
schwanenjunges	cygnet
schwanenmännchen	cob
schwanenteich	swannery
schwanenweibchen	pen
schwanger	enceinte
schwangerschaften	gestations
schwangerschaftsabbrüche	abortions
schwangerschaftsabbruch	abortion
schwangerschaftskrampf	eclampsia
schwangerschaftsstreifen	striae
schwangerschaftstoxikose	gestosis
schwangerschaftsuntersuchung	antenatal
schwangerschaftsuntersuch	antenatal
schwangerschaftsverhütungsmittel	contraceptive
schwangerschaftsverhütung	contraception
schwangerschaft	eccyesis
schwankend	brittle
schwankender	waverer
schwankend	faltering
schwanken	dither
schwankhaft	farcical
schwankungen	variation
schwankungsanfälligkeit	volatility
schwankungsanfällig	volatile
schwankungsbereich	range
schwankungsbreite	jitter
schwankungsfreudigkeit	volatility
schwankung	fluctuation
schwank	drollery
schwannitis	schwannitis
schwannomatose	schwannomatosis
schwannom	schwannoma
schwanzfedern	retrices
schwanzfeder	pinion
schwanzflosse	tailfin
schwanzkopf	dickhead
schwanzlos	acaudal
schwanzlurch	caudate
schwanzlutscher	cocksucker
schwanzmeisen	bushtits
schwanzschleim	precum
schwanzstück	silverside
schwanzwedelnd	fawning
schwanz	cauda
schwan	swan
schwappend	swashing
schwarmauslagerung	crowdsourcing
schwarmbildung	flocking
schwarmfinanzierung	crowdfunding
schwarmmücken	chironomids
schwarm	bevy
schwartenbrett	slab
schwartenmagen	brawn
schwarte	rind
schwartig	rinded
schwartzembergit	schwartzembergite
schwarzabhebung	setup
schwarzarbeiter	moonlighter
schwarzarbeit	moonlighting
schwarzaugenbohne	cowpea
schwarzbarsch	bronzeback
schwarzbauchschuppentier	ipi
schwarzbeeren	huckleberries
schwarzbeere	huckleberry
schwarzbeinigkeit	blackleg
schwarz	black
schwarzbrennerin	moonshiner
schwarzbrenner	moonshiner
schwarzdeckelschnecken	melanopsids
schwarzdecken	blacktops
schwarzdecke	blacktop
schwarzdorn	blackthorn
schwarzdruck	bootleg
schwarzeiche	blackjack
schwarzerde	chernozem
schwarzer	blackie
schwarze	black
schwarzfärben	blackening
schwarzfärbung	blackening
schwarzfall	blackout
schwarzfersenantilope	impala
schwarzfußalbatros	gooney
schwarzfußindianer	blackfoot
schwarzgeld	boodle
schwarzgelistet	blacklisted
schwarzgrau	anthracite
schwarzhändlerin	bootlegger
schwarzhändler	blacketeer
schwarzhandel	trafficking
schwarzhemden	blackshirts
schwarzhemd	blackshirt
schwarzholz	blackwood
schwarzköpfe	nakedheads
schwarzkörper	blackbody
schwarzkopfflöter	chowchilla
schwarzlinde	basswood
schwarzmalerin	naysayer
schwarzmaler	alarmist
schwarzmarkthändler	scalper
schwarzmeerplötze	kutum
schwarz	noir
schwarzröcke	churchmen
schwarzschwanz	blackchat
schwarzseherei	defeatism
schwarzseherin	naysayer
schwarzseherisch	alarmist
schwarzseher	naysayer
schwarzwasser	blackwater
schwarzwurzeln	salsifies
schwarzwurz	boneset
schwarz	ebony
schwatzbase	flibbertigibbet
schwatzend	blabbing
schwatzhaft	chatty
schwatzhafter	chattier
schwatzhafteste	chattiest
schwatzhaft	flibbertigibbety
schwatzhaftigkeit	garrulity
schwatzhaft	jawy
schwatzliese	chatterbox
schwatzmaul	jabberer
schwatztante	chatterbox
schwatzwutz	squealer
schwatz	blether
schwazit	schwazite
schwa	schwa
schwebefliege	hoverfly
schwebeflug	hovering
schwebekünstler	levitant
schwebend	floating
schweben	floatation
schwebezustand	abeyance
schwebe	abeyance
schwebfliege	hoverfly
schwebung	beat
schwedenhölzer	matches
schwedenreuter	hayrack
schweden	sweden
schwede	swede
schwedinnen	swedes
schwedin	swede
schwedisch	swedish
schwedischsein	swedishness
schwedisch	swedish
schwefelartig	sulfureous
schwefelfarbig	sulfureous
schwefelhölzchen	matches
schwefelhölzer	matches
schwefelhaltig	sulfureous
schwefelholz	match
schwefelig	brimstony
schwefelkies	pyrite
schwefelnd	sulfurating
schwefeln	sulfuring
schwefelung	sulfurization
schwefel	sulfur
schwegelpfeifer	fifer
schwegelpfeife	fife
schwegel	fife
schweißabsonderung	perspiration
schweißband	sweatband
schweißbarkeit	weldability
schweißbar	weldable
schweißbedeckt	sweaty
schweißbildend	sudoriferous
schweißbrenner	blowtorch
schweißend	welding
schweißen	welding
schweißerin	welder
schweißer	welder
schweißgeeignet	weldable
schweißgerät	welder
schweißhemmend	antiperspirant
schweißhunde	bloodhounds
schweißhund	bloodhound
schweißig	sudoral
schweißkonstruktion	weldment
schweißleder	sweatband
schweißmaschine	welder
schweißnaht	weld
schweißnass	sweaty
schweißproduzierend	sudoriferous
schweißsekretion	perspiration
schweißstellen	welds
schweißstoß	joint
schweißteil	weldment
schweißtreibend	diaphoretic
schweißtuch	veronica
schweißung	welding
schweiß	blood
schweidnitz	świdnica
schweifaffen	pithecids
schweifbiber	coypu
schweifend	rambling
schweifhobel	spokeshave
schweifklammer	brace
schweifrübe	dock
schweifratte	coypu
schweifriemen	crouper
schweifstern	comet
schweift	rambles
schweifung	upsweep
schweif	curvature
schweigend	closemouthed
schweigen	hush
schweigepflicht	confidentiality
schweigsamkeit	quietness
schweigsam	silent
schweinchens	shoats
schweinchen	piggy
schweineähnlich	porcine
schweineartig	porcine
schweinebande	pack
schweinefarm	piggery
schweinefett	lard
schweinefleischpastete	porkpie
schweinefleisch	pork
schweinefraß	slop
schweinefutter	hogwash
schweinehüter	swineherd
schweineherden	swineherds
schweineherde	swineherd
schweinehinterschinken	gammon
schweinehirte	swineherd
schweinehirt	swineherd
schweinehof	piggery
schweinehunde	swines
schweinehund	ratfink
schweinekoben	pigsty
schweinemast	mast
schweinenieren	kidney
schweinepocken	swinepox
schweinereien	rascalities
schweinerei	dirtiness
schweineschinken	ham
schweineschmalz	lard
schweineställe	pigsties
schweinestall	pensty
schweinezüchterei	piggery
schweine	hogs
schweinigelei	obscenity
schweinisch	boarish
schweinkram	smut
schweinsfüße	pettitoes
schweinsgalopp	hogfather
schweinshachse	gammon
schweinskopfsülze	headcheese
schweinsleder	hogskin
schweinsrübe	woundwort
schweinswale	mereswine
schwein	hog
schweizerin	swiss
schweizerisch	swiss
schweizerland	switzerland
schweizer	swiss
schweizweit	nationwide
schweiz	switzerland
schwelend	simmering
schwelgend	indulging
schwelgen	indulgence
schwelgereien	luxuries
schwelgerei	debauchery
schwelgerisch	epicurean
schwelger	debaucher
schwellenbetrag	threshold
schwellend	swelling
schwellenspannung	threshold
schwellenwerte	thresholds
schwellenwert	threshold
schwellenzustand	liminality
schwellen	swell
schweller	sill
schwelle	barrier
schwellfähig	erectile
schwellhai	swellshark
schwellungen	puffiness
schwellung	bulge
schwellwertbildung	thresholding
schwellwert	level
schwell	swell
schwemmend	washing
schwemme	glut
schwemmholz	driftwood
schwemmkanal	flume
schwemmlandboden	alluvium
schwemmland	bottomland
schwenckfelder	schwenkfelder
schwengel	clapper
schwenkbar	pivotable
schwenkend	panning
schwenken	panning
schwenkring	swivel
schwenks	pans
schwenkung	slewing
schwenk	pan
schwerarbeit	donkeywork
schwerblütig	phlegmatic
schweregrad	severity
schwerelosigkeit	microgravity
schwerelos	weightless
schwerenöter	charmer
schwerer	heavier
schwere	gravity
schwerfällig	awkward
schwerfälliger	klutzier
schwerfällig	heavyhanded
schwerfälligkeit	awkwardness
schwerfällig	klutzy
schwerfälligste	klutziest
schwerfällig	stodgy
schwerflüchtig	nonvolatile
schwerflüssig	viscous
schwergängigkeit	sluggishness
schwergängig	sluggish
schwergewichte	heavyweights
schwergewichtig	heavyweight
schwergewichtler	heavyweight
schwergewicht	accent
schwerhörig	deaf
schwerhörigkeit	deafness
schwerkräfte	gravities
schwerkraft	gravitation
schwerlaster	juggernaut
schwerlich	gravely
schwerlinie	median
schwermütig	adust
schwermütigkeit	depression
schwermütig	melancholy
schwermut	depression
schwerpunkte	emphases
schwerpunktmäßig	predominantly
schwerpunkt	barycenter
schwerspat	barite
schwerste	heaviest
schwerter	swords
schwertförmig	ensiform
schwertfarn	nephrolepis
schwertfeger	swordsmith
schwertfischartige	swordfish
schwertfische	swordfish
schwertfisch	broadbill
schwertfortsatz	xiphisternum
schwertgriff	hilt
schwertkämpferin	swordswoman
schwertkämpfer	swordsman
schwertkampfkunst	swordsmanship
schwertkampf	swordplay
schwertknauf	pommel
schwertleite	accolade
schwertlilieneule	crescent
schwertliliengewächse	iridaceae
schwertlilien	irises
schwertlilie	iris
schwertmannit	schwertmannite
schwertscheiden	scabbards
schwertscheide	sheath
schwertschmied	swordsmith
schwertträger	swordbearer
schwertwal	grampus
schwert	blade
schwerverbrechen	felony
schwerverbrecher	felon
schwerverständlich	abstruse
schwerverständlichkeit	abstruseness
schwer	weighty
schwerwiegend	fatal
schwerzugänglich	inaccessible
schwer	heavy
schweser	sweetbread
schwester!	nurse!
schwestergesellschaft	affiliate
schwesterherz	sis
schwesterlich	sisterly
schwestermörderin	sororicide
schwestermörder	sororicide
schwestermord	sororicide
schwesternorden	sisterhood
schwesternschaften	sororities
schwesternschaft	sisterhood
schwestern	sisters
schwesterschaft	sisterhood
schwester	sibling
schwielensohler	camelid
schwielen	calluses
schwiele	callosity
schwielig	callous
schwieligkeit	callousness
schwierig	arduous
schwieriger	catchier
schwierig	formidable
schwierigkeiten	difficulties
schwierigkeitsgrad	severity
schwierigkeit	arduousness
schwierig	knotty
schwierigste	catchiest
schwierig	sticky
schwimm!	swim!
schwimmanzug	swimsuit
schwimmbagger	dredge
schwimmbahn	swimlane
schwimmbecken	pool
schwimmbeutler	yapok
schwimmbrille	goggles
schwimmend	afloat
schwimmen	wander
schwimmerflugzeug	floatplane
schwimmerin	swimmer
schwimmerisch	natatorial
schwimmer	bobber
schwimmfähig	floatable
schwimmfähigkeit	buoyancy
schwimmflügel	floaties
schwimmflossen	flippers
schwimmflosse	flipper
schwimmfuß	webfoot
schwimmgürtel	airjacket
schwimmhäutig	webbed
schwimmhalle	natatorium
schwimmhaut	webbing
schwimmkörper	float
schwimmkräfte	flotages
schwimmsand	quicksand
schwimmschlammräumer	skimmer
schwimmschlammschild	skimmer
schwimmschlamm	scum
schwimmschnecken	nerites
schwimmstil	stroke
schwimmstoß	stroke
schwimmstoffabstreicher	skimmer
schwimmstoffräumer	skimmer
schwimmtauchgerät	scuba
schwimmweste	lifejacket
schwindelanfall	dizziness
schwindelcrack	zulu
schwindeleien	cheatings
schwindelei	bamboozlement
schwindelerregend	dizzily
schwindelgefühl	dizziness
schwindelhafer	ryegrass
schwindelhaft	bogus
schwindelhaftigkeit	bogosity
schwindelig	dizzily
schwindelkorn	coriander
schwindelkraut	coriander
schwindelnd	giddy
schwindelt	gyps
schwindel	bogusness
schwindend	declining
schwinden	decrease
schwindet	dwindles
schwinde	swallet
schwindlerin	carpetbagger
schwindlerisch	bogus
schwindler	bamboozler
schwindlicht	giddy
schwindlich	giddy
schwindlig	dizzily
schwindliger	dizzier
schwindlig	giddy
schwindligste	dizziest
schwindlig	vertiginous
schwindsüchtiger	hectic
schwindsüchtige	lunger
schwindsüchtigkeit	consumptiveness
schwindsüchtig	consumptive
schwindsucht	consumptiveness
schwindung	shrinkage
schwingbewegung	swinging
schwingelgras	fescue
schwingel	fescue
schwingend	brandishing
schwingen	swinging
schwinger	haymaker
schwinge	lever
schwinghangelnd	brachiating
schwinghangeln	brachiation
schwingkölbchen	haltere
schwingmoor	quagmire
schwingspule	plunger
schwingtisch	shaker
schwingungen	buzziness
schwingungsbauch	loop
schwingungserzeuger	oscillator
schwingungsfähig	vibratory
schwingungsknoten	node
schwingungslehre	vibrations
schwingungsschreiber	oscillograph
schwingungsweite	amplitude
schwingungszahlen	frequencies
schwingungszahl	frequency
schwingungszeit	period
schwingung	oscillation
schwips	tipsiness
schwirrend	pinging
schwirren	buzz
schwirrflug	hovering
schwirrnachtigall	pseudorobin
schwirrvogel	hummingbird
schwitzbad	stew
schwitzend	perspiring
schwitzen	diaphoresis
schwitzig	sweaty
schwitzkästen	sweatboxes
schwitzkasten	headlock
schwitzmehl	roux
schwitzwasser	condensation
schwob	swabian
schwofen	bopping
schwof	hoedown
schwoofen	bopping
schwoof	bop
schwuchtelig	faggoty
schwuchtel	bender
schwuko	homo
schwul	bent
schwulenfeindlich	homophobic
schwulenfeind	homophobe
schwulenhasser	homophobe
schwulenhass	homophobia
schwulenradar	gaydar
schwulentreff	cottage
schwulerei	faggotry
schwuler	gay
schwulette	pansy
schwule	gays
schwulheit	gayness
schwulitäten	trouble
schwulität	trouble
schwulsein	gayness
schwulstig	bombastic
schwulst	bombast
schwul	batty
schwummerig	jittery
schwummrig	jittery
schwunde	dwindlings
schwundgeld	scalage
schwundmenge	wastage
schwund	atrophy
schwungfedern	remiges
schwungfeder	pinion
schwunghaft	active
schwungkraft	buoyancy
schwunglos	pedestrian
schwungräder	flywheels
schwungrad	flywheel
schwungscheiben	flywheels
schwungscheibe	flywheel
schwungvoll	energetic
schwungvoller	peppier
schwungvoll	jauntily
schwungvollste	peppiest
schwungvoll	swinging
schwung	élan
